ticker,date,open,high,low,close,volume
AAPL,2022-03-01T00:00:00.000Z,164.7,166.6,161.98,163.14,1220433
AAPL,2022-03-02T00:00:00.000Z,164.47,167.35,162.96,166.51,1173687
AAPL,2022-03-03T00:00:00.000Z,168.49,168.9,165.56,166.27,1053624
AAPL,2022-03-04T00:00:00.000Z,164.59,165.55,162.13,163.15,1492354
AAPL,2022-03-07T00:00:00.000Z,163.4,165,159.06,159.36,1769365
AAPL,2022-03-08T00:00:00.000Z,158.88,162.88,155.8,157.34,1831200
AAPL,2022-03-09T00:00:00.000Z,161.48,163.4,159.42,162.95,1733500
AAPL,2022-03-10T00:00:00.000Z,160.16,160.39,155.98,158.52,1910356
AAPL,2022-03-11T00:00:00.000Z,158.94,159.26,154.5,154.76,1605914
AAPL,2022-03-14T00:00:00.000Z,151.56,154.1,150.1,150.63,1910480
AAPL,2022-03-15T00:00:00.000Z,150.95,155.54,150.39,155.08,1518442
AAPL,2022-03-16T00:00:00.000Z,156.98,159.95,154.47,159.66,1803272
AAPL,2022-03-17T00:00:00.000Z,158.68,161,157.64,161,1331177
AAPL,2022-03-18T00:00:00.000Z,160.38,164.47,159.77,163.88,1840445
AAPL,2022-03-21T00:00:00.000Z,163.62,166.34,163.02,165.38,1371768
AAPL,2022-03-22T00:00:00.000Z,165.54,169.42,164.94,168.86,1292501
AAPL,2022-03-23T00:00:00.000Z,168.01,172.63,167.66,170.2,1647794
AAPL,2022-03-24T00:00:00.000Z,171.24,174.14,170.21,174.05,1793801
AAPL,2022-03-25T00:00:00.000Z,173.84,175.28,172.75,174.57,1225175
AAPL,2022-03-28T00:00:00.000Z,172.14,175.72,172.02,175.6,1396386
AAPL,2022-03-29T00:00:00.000Z,176.68,179,176.35,178.97,1836654
AAPL,2022-03-30T00:00:00.000Z,178.51,179.61,176.7,177.65,1850137
AAPL,2022-03-31T00:00:00.000Z,177.83,178,174.42,174.67,1932285
AAPL,2022-04-01T00:00:00.000Z,174.15,174.88,171.95,174.21,1636194
AAPL,2022-04-04T00:00:00.000Z,174.66,178.49,174.44,178.47,1719647
AAPL,2022-04-05T00:00:00.000Z,177.54,178.3,174.43,175.17,1639299
AAPL,2022-04-06T00:00:00.000Z,172.38,173.62,170.13,171.57,1643346
AAPL,2022-04-07T00:00:00.000Z,171.15,173.34,169.87,172.33,1479086
AAPL,2022-04-08T00:00:00.000Z,171.74,171.79,169.24,170.09,1430275
AAPL,2022-04-11T00:00:00.000Z,168.69,169,165.51,165.79,1690216
AAPL,2022-04-12T00:00:00.000Z,168.06,169.87,166.65,167.65,1520790
AAPL,2022-04-13T00:00:00.000Z,167.42,171.03,166.82,170.39,1180269
AAPL,2022-04-14T00:00:00.000Z,170.68,171.25,165.05,165.35,1423301
AAPL,2022-04-18T00:00:00.000Z,163.99,166.56,163.71,165.09,1131912
AAPL,2022-04-19T00:00:00.000Z,165.02,167.81,163.94,167.35,1138252
AAPL,2022-04-20T00:00:00.000Z,168.78,168.86,166.11,167.25,1335421
AAPL,2022-04-21T00:00:00.000Z,168.92,171.51,165.91,166.32,2292892
AAPL,2022-04-22T00:00:00.000Z,166.43,167.85,161.51,161.82,1881631
AAPL,2022-04-25T00:00:00.000Z,161.1,163.15,158.46,162.88,2325184
AAPL,2022-04-26T00:00:00.000Z,162.29,162.29,156.77,156.77,1797669
AAPL,2022-04-27T00:00:00.000Z,155.81,159.78,155.4,156.53,1703756
AAPL,2022-04-28T00:00:00.000Z,159.22,164.51,158.94,163.65,2462447
AAPL,2022-04-29T00:00:00.000Z,161.87,166.12,157.3,157.67,3309661
AAPL,2022-05-02T00:00:00.000Z,156.74,158.23,153.27,157.93,2271803
AAPL,2022-05-03T00:00:00.000Z,158.11,160.56,156.33,159.4,1388704
AAPL,2022-05-04T00:00:00.000Z,159.65,166.47,159.29,166.11,2020408
AAPL,2022-05-05T00:00:00.000Z,163.8,164.05,154.96,157.03,2855058
AAPL,2022-05-06T00:00:00.000Z,156.1,159.41,154.21,157.26,2052517
AAPL,2022-05-09T00:00:00.000Z,154.85,155.82,151.5,152.17,2136811
AAPL,2022-05-10T00:00:00.000Z,155.57,156.73,152.95,154.47,2608740
AAPL,2022-05-11T00:00:00.000Z,153.55,155.37,145.82,146.6,2718476
AAPL,2022-05-12T00:00:00.000Z,142.82,146.17,138.8,142.55,4010172
AAPL,2022-05-13T00:00:00.000Z,144.74,148.1,143.11,147.1,2113581
AAPL,2022-05-16T00:00:00.000Z,145.56,147.5,144.19,145.6,1530924
AAPL,2022-05-17T00:00:00.000Z,148.92,149.76,146.69,149.32,1251292
AAPL,2022-05-18T00:00:00.000Z,146.9,147.34,139.95,140.82,3029253
AAPL,2022-05-19T00:00:00.000Z,139.86,141.66,136.6,137.32,3067478
AAPL,2022-05-20T00:00:00.000Z,139.09,140.47,132.63,137.59,1886490
AAPL,2022-05-23T00:00:00.000Z,137.89,143.25,137.86,143.15,1689162
AAPL,2022-05-24T00:00:00.000Z,140.81,141.93,137.34,140.48,2331793
AAPL,2022-05-25T00:00:00.000Z,138.43,141.79,138.37,140.59,1794711
AAPL,2022-05-26T00:00:00.000Z,137.58,144.34,137.13,143.75,1759034
AAPL,2022-05-27T00:00:00.000Z,145.38,149.67,145.27,149.56,3869341
AAPL,2022-05-31T00:00:00.000Z,149.08,150.64,146.85,148.75,2809316
AAPL,2022-06-01T00:00:00.000Z,150,151.74,147.69,148.73,2587511
AAPL,2022-06-02T00:00:00.000Z,147.88,151.26,146.91,151.23,2174706
AAPL,2022-06-03T00:00:00.000Z,146.88,147.95,144.46,145.39,2175355
AAPL,2022-06-06T00:00:00.000Z,147.15,148.55,144.91,146.13,1106943
AAPL,2022-06-07T00:00:00.000Z,144.38,148.97,144.11,148.62,1346406
AAPL,2022-06-08T00:00:00.000Z,148.55,149.85,147.47,148,952193
AAPL,2022-06-09T00:00:00.000Z,147.08,147.93,142.54,142.61,1333811
AAPL,2022-06-10T00:00:00.000Z,140.32,140.72,137.09,137.12,1830996
AAPL,2022-06-13T00:00:00.000Z,132.79,135.2,131.44,131.91,2952204
AAPL,2022-06-14T00:00:00.000Z,133.2,133.89,131.48,132.64,1535414
AAPL,2022-06-15T00:00:00.000Z,134.19,137.33,132.18,135.45,908258
AAPL,2022-06-16T00:00:00.000Z,131.85,132.38,129.07,130.1,2546974
AAPL,2022-06-17T00:00:00.000Z,130.07,133.07,129.82,131.43,2394297
AAPL,2022-06-21T00:00:00.000Z,133.41,137.05,133.33,135.88,1901883
AAPL,2022-06-22T00:00:00.000Z,134.64,137.74,133.92,135.3,1416335
AAPL,2022-06-23T00:00:00.000Z,136.78,138.59,135.63,138.25,1900274
AAPL,2022-06-24T00:00:00.000Z,139.95,141.85,139.78,141.76,655602
AAPL,2022-06-27T00:00:00.000Z,142.7,143.47,140.98,141.71,1311217
AAPL,2022-06-28T00:00:00.000Z,142.23,143.42,137.33,137.54,1451410
AAPL,2022-06-29T00:00:00.000Z,137.46,140.66,136.7,139.24,1349906
AAPL,2022-06-30T00:00:00.000Z,137.22,138.33,133.79,137,2176402
AAPL,2022-07-01T00:00:00.000Z,136.05,139.02,135.7,138.91,1373007
AAPL,2022-07-05T00:00:00.000Z,137.78,141.61,136.94,141.57,1527784
AAPL,2022-07-06T00:00:00.000Z,141.38,144.12,141.08,142.97,1223334
AAPL,2022-07-07T00:00:00.000Z,143.41,146.55,143.3,146.35,1462118
AAPL,2022-07-08T00:00:00.000Z,145.23,147.55,145.03,147.01,968270
AAPL,2022-07-11T00:00:00.000Z,145.79,146.64,143.79,144.91,975849
AAPL,2022-07-12T00:00:00.000Z,145.85,148.45,145.06,145.93,1367253
AAPL,2022-07-13T00:00:00.000Z,142.95,146.45,142.15,145.43,1333965
AAPL,2022-07-14T00:00:00.000Z,144.08,148.95,143.26,148.52,1243142
AAPL,2022-07-15T00:00:00.000Z,149.82,150.86,148.22,150.05,1547324
AAPL,2022-07-18T00:00:00.000Z,150.78,151.55,146.73,147.1,1316774
AAPL,2022-07-19T00:00:00.000Z,147.94,151.22,146.92,150.94,1197586
AAPL,2022-07-20T00:00:00.000Z,151.12,153.72,150.39,153.04,1229542
AAPL,2022-07-21T00:00:00.000Z,154.49,155.57,151.97,155.34,1083490
AAPL,2022-07-22T00:00:00.000Z,155.45,156.26,153.41,154.1,1340639
AAPL,2022-07-25T00:00:00.000Z,154.01,155.02,152.29,152.87,917502
AAPL,2022-07-26T00:00:00.000Z,152.27,153.08,150.82,151.56,1031967
AAPL,2022-07-27T00:00:00.000Z,152.58,157.3,152.19,156.72,1805197
AAPL,2022-07-28T00:00:00.000Z,156.99,157.63,154.42,157.27,1536480
AAPL,2022-07-29T00:00:00.000Z,161.27,163.63,159.52,162.58,2055918
AAPL,2022-08-01T00:00:00.000Z,161.08,163.57,160.89,161.49,1383994
AAPL,2022-08-02T00:00:00.000Z,160.06,162.41,159.64,160.04,1060820
AAPL,2022-08-03T00:00:00.000Z,160.9,166.59,160.85,166.12,1558449
AAPL,2022-08-04T00:00:00.000Z,166.06,167.17,164.44,165.76,873639
AAPL,2022-08-05T00:00:00.000Z,163.02,165.85,163,165.28,968739
AAPL,2022-08-08T00:00:00.000Z,166.37,167.78,164.2,164.89,1060748
AAPL,2022-08-09T00:00:00.000Z,164.03,165.82,163.76,164.92,1280029
AAPL,2022-08-10T00:00:00.000Z,167.85,169.3,166.9,169.19,1516331
AAPL,2022-08-11T00:00:00.000Z,170.05,170.98,168.21,168.56,1130982
AAPL,2022-08-12T00:00:00.000Z,169.91,172.07,169.42,172.07,1203612
AAPL,2022-08-15T00:00:00.000Z,171.52,173.39,171.35,173.19,783344
AAPL,2022-08-16T00:00:00.000Z,172.77,173.71,171.67,173.03,907702
AAPL,2022-08-17T00:00:00.000Z,172.8,176.14,172.57,174.65,1422499
AAPL,2022-08-18T00:00:00.000Z,173.74,174.89,173.13,174.15,802665
AAPL,2022-08-19T00:00:00.000Z,173.15,173.71,171.33,171.58,1400983
AAPL,2022-08-22T00:00:00.000Z,169.54,169.83,167.14,167.65,1400626
AAPL,2022-08-23T00:00:00.000Z,167.09,168.7,166.65,167.22,1023546
AAPL,2022-08-24T00:00:00.000Z,167.13,168.11,166.25,167.64,995633
AAPL,2022-08-25T00:00:00.000Z,168.78,170.13,168.35,170.13,975572
AAPL,2022-08-26T00:00:00.000Z,170.55,171.04,163.58,163.67,1443292
AAPL,2022-08-29T00:00:00.000Z,161.05,162.9,159.82,161.38,1601293
AAPL,2022-08-30T00:00:00.000Z,162.17,162.56,157.73,158.93,1470379
AAPL,2022-08-31T00:00:00.000Z,160.26,160.56,157.16,157.19,1365420
AAPL,2022-09-01T00:00:00.000Z,156.68,158.37,154.69,157.97,1505914
AAPL,2022-09-02T00:00:00.000Z,159.87,160.35,154.97,155.85,1426316
AAPL,2022-09-06T00:00:00.000Z,156.5,157.06,153.73,154.54,1334355
AAPL,2022-09-07T00:00:00.000Z,154.81,156.66,153.62,155.97,1604855
AAPL,2022-09-08T00:00:00.000Z,154.59,156.36,152.7,154.37,1437467
AAPL,2022-09-09T00:00:00.000Z,155.37,157.8,154.76,157.37,1482228
AAPL,2022-09-12T00:00:00.000Z,159.63,164.25,159.41,163.46,2219228
AAPL,2022-09-13T00:00:00.000Z,159.94,160.53,153.39,153.96,2577598
AAPL,2022-09-14T00:00:00.000Z,154.74,157.09,153.62,155.31,1791955
AAPL,2022-09-15T00:00:00.000Z,154.74,155.23,151.39,152.37,1872821
AAPL,2022-09-16T00:00:00.000Z,151.2,151.35,148.38,150.46,2693034
AAPL,2022-09-19T00:00:00.000Z,149.21,154.56,149.1,154.51,2314248
AAPL,2022-09-20T00:00:00.000Z,153.39,158.08,153.09,156.92,2424781
AAPL,2022-09-21T00:00:00.000Z,157.4,158.7,153.69,153.71,1988482
AAPL,2022-09-22T00:00:00.000Z,152.28,154.4,150.92,152.72,1902769
AAPL,2022-09-23T00:00:00.000Z,151.01,151.47,148.56,150.58,1850475
AAPL,2022-09-26T00:00:00.000Z,149.75,153.76,149.74,150.69,1677741
AAPL,2022-09-27T00:00:00.000Z,152.77,154.67,149.95,151.78,1571235
AAPL,2022-09-28T00:00:00.000Z,147.64,150.64,144.84,149.77,3597197
AAPL,2022-09-29T00:00:00.000Z,146.07,146.71,140.68,142.59,2706341
AAPL,2022-09-30T00:00:00.000Z,141.23,143.1,138,138.32,2260449
AAPL,2022-10-03T00:00:00.000Z,138.29,143.07,137.75,142.47,1931995
AAPL,2022-10-04T00:00:00.000Z,145.18,146.2,144.27,145.99,1574455
AAPL,2022-10-05T00:00:00.000Z,144.05,147.38,143.07,146.45,1421067
AAPL,2022-10-06T00:00:00.000Z,145.88,147.55,145.22,145.42,1065647
AAPL,2022-10-07T00:00:00.000Z,142.54,143.08,139.46,140.14,1486954
AAPL,2022-10-10T00:00:00.000Z,140.48,141.88,138.58,140.33,1349051
AAPL,2022-10-11T00:00:00.000Z,139.67,141.34,138.22,138.96,1786430
AAPL,2022-10-12T00:00:00.000Z,139.1,140.35,138.16,138.29,1212700
AAPL,2022-10-13T00:00:00.000Z,134.86,143.56,134.38,142.99,2326729
AAPL,2022-10-14T00:00:00.000Z,144.3,144.52,138.19,138.39,1634537
AAPL,2022-10-17T00:00:00.000Z,141.19,142.88,140.27,142.35,1607867
AAPL,2022-10-18T00:00:00.000Z,145.57,146.69,140.65,143.79,2368640
AAPL,2022-10-19T00:00:00.000Z,141.66,144.94,141.54,143.9,1260369
AAPL,2022-10-20T00:00:00.000Z,142.92,145.86,142.66,143.32,1124927
AAPL,2022-10-21T00:00:00.000Z,142.99,147.85,142.66,147.33,1680285
AAPL,2022-10-24T00:00:00.000Z,147.31,150.22,146,149.51,1654597
AAPL,2022-10-25T00:00:00.000Z,150.13,152.49,149.36,152.29,1804171
AAPL,2022-10-26T00:00:00.000Z,151.02,151.99,148.05,149.47,1973492
AAPL,2022-10-27T00:00:00.000Z,148.11,149.05,144.14,144.94,2540432
AAPL,2022-10-28T00:00:00.000Z,148.03,157.5,147.87,155.71,3615876
AAPL,2022-10-31T00:00:00.000Z,153.18,154.24,151.95,153.38,2029158
AAPL,2022-11-01T00:00:00.000Z,155.1,155.41,149.16,150.65,2004832
AAPL,2022-11-02T00:00:00.000Z,148.94,152.16,145,145,2171405
AAPL,2022-11-03T00:00:00.000Z,142.1,142.79,138.77,138.93,2644588
AAPL,2022-11-04T00:00:00.000Z,142.16,142.61,134.39,138.36,2685810
AAPL,2022-11-07T00:00:00.000Z,137.17,139.14,135.68,138.96,1925718
AAPL,2022-11-08T00:00:00.000Z,140.42,141.43,137.49,139.49,1741499
AAPL,2022-11-09T00:00:00.000Z,138.51,138.54,134.6,134.92,1421023
AAPL,2022-11-10T00:00:00.000Z,141.41,146.82,140.42,146.68,2528026
AAPL,2022-11-11T00:00:00.000Z,145.95,150,144.4,149.66,2362518
AAPL,2022-11-14T00:00:00.000Z,149.03,150.27,147.44,148.41,1427301
AAPL,2022-11-15T00:00:00.000Z,152.26,153.58,148.59,150.02,2081911
AAPL,2022-11-16T00:00:00.000Z,149.05,149.8,147.3,148.84,1409498
AAPL,2022-11-17T00:00:00.000Z,146.45,151.47,146.32,150.78,1171099
AAPL,2022-11-18T00:00:00.000Z,152.22,152.64,149.99,151.31,1361836
AAPL,2022-11-21T00:00:00.000Z,150.17,150.3,147.71,148.05,1078878
AAPL,2022-11-22T00:00:00.000Z,148.22,150.34,146.94,150.21,898388
AAPL,2022-11-23T00:00:00.000Z,149.52,151.8,149.34,151.14,881714
AAPL,2022-11-25T00:00:00.000Z,148.32,148.87,147.14,148.16,594037
AAPL,2022-11-28T00:00:00.000Z,145.03,146.64,143.39,144.2,1185689
AAPL,2022-11-29T00:00:00.000Z,144.3,144.75,140.36,141.16,1769381
AAPL,2022-11-30T00:00:00.000Z,141.4,147.99,140.59,147.99,1837622
AAPL,2022-12-01T00:00:00.000Z,148.34,149.1,146.62,148.37,1144493
AAPL,2022-12-02T00:00:00.000Z,146.01,147.99,145.67,147.77,1014822
AAPL,2022-12-05T00:00:00.000Z,147.74,150.91,145.77,146.6,1388283
AAPL,2022-12-06T00:00:00.000Z,147.08,147.27,141.94,142.97,1126352
AAPL,2022-12-07T00:00:00.000Z,142.38,143.36,140.01,140.96,1013703
AAPL,2022-12-08T00:00:00.000Z,142.36,143.52,141.11,142.61,1067982
AAPL,2022-12-09T00:00:00.000Z,142.34,145.56,140.9,142.2,1163868
AAPL,2022-12-12T00:00:00.000Z,142.93,144.49,141.07,144.48,1136012
AAPL,2022-12-13T00:00:00.000Z,149.68,149.95,144.29,145.48,1635056
AAPL,2022-12-14T00:00:00.000Z,145.35,146.64,141.2,143.21,1630271
AAPL,2022-12-15T00:00:00.000Z,141.22,141.79,136.03,136.62,2310510
AAPL,2022-12-16T00:00:00.000Z,136.53,137.62,133.73,134.54,1959186
AAPL,2022-12-19T00:00:00.000Z,135.15,135.21,131.33,132.41,1300031
AAPL,2022-12-20T00:00:00.000Z,131.56,133.24,129.9,132.28,1205830
AAPL,2022-12-21T00:00:00.000Z,133.09,136.8,132.75,135.45,1343905
AAPL,2022-12-22T00:00:00.000Z,134.33,134.55,130.31,132.24,1072248
AAPL,2022-12-23T00:00:00.000Z,131.02,132.4,129.65,131.85,978671
AAPL,2022-12-27T00:00:00.000Z,131.37,131.37,128.74,130.05,1035066
AAPL,2022-12-28T00:00:00.000Z,129.71,131.02,125.88,126.07,1626687
AAPL,2022-12-29T00:00:00.000Z,128.04,130.48,127.82,129.61,1189501
AAPL,2022-12-30T00:00:00.000Z,128.37,129.95,127.46,129.94,1090479
AAPL,2023-01-03T00:00:00.000Z,130.32,130.87,124.17,125.06,2115482
AAPL,2023-01-04T00:00:00.000Z,126.93,128.65,125.11,126.39,1628547
AAPL,2023-01-05T00:00:00.000Z,127.16,127.74,124.77,125.05,1428352
AAPL,2023-01-06T00:00:00.000Z,125.98,130.28,124.9,129.56,1335063
AAPL,2023-01-09T00:00:00.000Z,130.53,133.41,129.89,130.18,1231558
AAPL,2023-01-10T00:00:00.000Z,130.26,131.23,128.13,130.74,911790
AAPL,2023-01-11T00:00:00.000Z,131.22,133.47,130.46,133.37,1201509
AAPL,2023-01-12T00:00:00.000Z,134.04,134.24,131.45,133.42,1335777
AAPL,2023-01-13T00:00:00.000Z,132.04,134.91,131.71,134.68,899261
AAPL,2023-01-17T00:00:00.000Z,134.86,137.28,134.17,135.91,1241018
AAPL,2023-01-18T00:00:00.000Z,136.92,138.61,135.04,135.2,1771106
AAPL,2023-01-19T00:00:00.000Z,134.09,136.25,133.78,135.21,1018487
AAPL,2023-01-20T00:00:00.000Z,135.08,137.96,134.28,137.88,1270542
AAPL,2023-01-23T00:00:00.000Z,138.09,143.32,137.93,141.1,2236939
AAPL,2023-01-24T00:00:00.000Z,140.45,143.14,140.3,142.53,833829
AAPL,2023-01-25T00:00:00.000Z,140.86,142.43,138.82,141.81,1148422
AAPL,2023-01-26T00:00:00.000Z,143.22,144.25,141.92,143.91,1026084
AAPL,2023-01-27T00:00:00.000Z,143.18,147.21,143.07,145.95,1233648
AAPL,2023-01-30T00:00:00.000Z,144.97,145.52,142.86,143.02,1000067
AAPL,2023-01-31T00:00:00.000Z,142.71,144.33,142.28,144.3,901626
AAPL,2023-02-01T00:00:00.000Z,143.98,146.62,141.38,145.45,1247221
AAPL,2023-02-02T00:00:00.000Z,148.91,151.18,148.17,150.92,1796255
AAPL,2023-02-03T00:00:00.000Z,147.94,157.37,147.83,154.54,4065025
AAPL,2023-02-06T00:00:00.000Z,152.62,153.08,150.79,151.72,1033972
AAPL,2023-02-07T00:00:00.000Z,150.75,155.2,150.73,154.68,1189368
AAPL,2023-02-08T00:00:00.000Z,153.81,154.57,151.18,151.93,1146679
AAPL,2023-02-09T00:00:00.000Z,153.8,154.27,150.43,150.87,931816
AAPL,2023-02-10T00:00:00.000Z,149.47,151.29,149.24,151,758118
AAPL,2023-02-13T00:00:00.000Z,150.96,154.26,150.95,153.85,965367
AAPL,2023-02-14T00:00:00.000Z,152.12,153.75,150.92,153.29,976987
AAPL,2023-02-15T00:00:00.000Z,153.07,155.49,152.91,155.36,937493
AAPL,2023-02-16T00:00:00.000Z,153.56,156.32,153.38,153.67,1080332
AAPL,2023-02-17T00:00:00.000Z,152.38,152.99,150.86,152.5,832279
AAPL,2023-02-21T00:00:00.000Z,150.12,151.28,148.41,148.51,956407
AAPL,2023-02-22T00:00:00.000Z,148.83,149.94,147.17,148.92,815853
AAPL,2023-02-23T00:00:00.000Z,150.1,150.32,147.25,149.38,649200
AAPL,2023-02-24T00:00:00.000Z,147.07,147.18,145.73,146.67,654057
AAPL,2023-02-27T00:00:00.000Z,147.82,149.15,147.49,147.9,613671
AAPL,2023-02-28T00:00:00.000Z,147.04,149.07,146.86,147.45,562897
AAPL,2023-03-01T00:00:00.000Z,146.59,147.22,145.01,145.38,945594
AAPL,2023-03-02T00:00:00.000Z,144.4,146.7,143.91,145.95,1363757
AAPL,2023-03-03T00:00:00.000Z,148.08,151.09,147.34,151.08,1275169
AAPL,2023-03-06T00:00:00.000Z,153.89,156.29,153.46,153.89,1299592
AAPL,2023-03-07T00:00:00.000Z,153.79,154.03,151.14,151.58,952922
AAPL,2023-03-08T00:00:00.000Z,152.84,153.45,151.85,152.86,607043
AAPL,2023-03-09T00:00:00.000Z,153.52,154.51,150.25,150.6,700941
AAPL,2023-03-10T00:00:00.000Z,150.27,150.93,147.62,148.48,842634
AAPL,2023-03-13T00:00:00.000Z,147.98,153.14,147.87,150.46,1297477
AAPL,2023-03-14T00:00:00.000Z,151.28,153.4,150.14,152.44,1018322
AAPL,2023-03-15T00:00:00.000Z,151.18,153.22,149.92,152.98,1104455
AAPL,2023-03-16T00:00:00.000Z,152.15,156.38,151.68,155.9,1055116
AAPL,2023-03-17T00:00:00.000Z,156.05,156.73,154.28,155.03,877003
AAPL,2023-03-20T00:00:00.000Z,155.1,157.8,154.16,157.49,1066503
AAPL,2023-03-21T00:00:00.000Z,157.27,159.39,156.57,159.35,1636930
AAPL,2023-03-22T00:00:00.000Z,159.27,162.13,157.84,157.86,1146470
AAPL,2023-03-23T00:00:00.000Z,158.79,161.54,157.69,158.88,943020
AAPL,2023-03-24T00:00:00.000Z,158.9,160.34,157.88,160.25,711086
AAPL,2023-03-27T00:00:00.000Z,159.93,160.75,157.88,158.32,558412
AAPL,2023-03-28T00:00:00.000Z,157.86,158.11,155.99,157.69,584304
AAPL,2023-03-29T00:00:00.000Z,159.37,161.02,159.35,160.77,648662
AAPL,2023-03-30T00:00:00.000Z,161.57,162.47,161.3,162.37,702686
AAPL,2023-03-31T00:00:00.000Z,162.41,165,162.14,164.86,879576
AAPL,2023-04-03T00:00:00.000Z,164.3,166.29,164.22,166.13,674945
AAPL,2023-04-04T00:00:00.000Z,166.61,166.83,165.11,165.64,638824
AAPL,2023-04-05T00:00:00.000Z,164.61,165.05,161.8,163.75,850370
AAPL,2023-04-06T00:00:00.000Z,162.38,164.93,162.04,164.65,634972
AAPL,2023-04-10T00:00:00.000Z,161.42,162.02,160.09,162.02,694851
AAPL,2023-04-11T00:00:00.000Z,162.35,162.38,160.51,160.81,759177
AAPL,2023-04-12T00:00:00.000Z,161.26,162.05,159.78,160.11,602459
AAPL,2023-04-13T00:00:00.000Z,161.61,165.8,161.45,165.62,1008267
AAPL,2023-04-14T00:00:00.000Z,164.59,166.32,163.86,165.2,593767
AAPL,2023-04-17T00:00:00.000Z,165.11,165.37,164.1,165.27,402265
AAPL,2023-04-18T00:00:00.000Z,166.12,167.41,165.65,166.5,586831
AAPL,2023-04-19T00:00:00.000Z,165.73,168.15,165.56,167.63,650605
AAPL,2023-04-20T00:00:00.000Z,166.06,167.87,165.57,166.61,837259
AAPL,2023-04-21T00:00:00.000Z,164.99,166.44,164.51,165,804376
AAPL,2023-04-24T00:00:00.000Z,164.98,165.58,163.9,165.36,495224
AAPL,2023-04-25T00:00:00.000Z,165.14,166.29,163.73,163.79,831322
AAPL,2023-04-26T00:00:00.000Z,163.01,165.28,162.8,163.78,660440
